Date,Hour,Quarter,ERCOT Hub Average Price
07/29/2022,18,1,82.15
07/29/2022,18,2,85.02
07/29/2022,18,3,79.32
07/29/2022,18,4,75.30
07/29/2022,19,1,72.55
07/29/2022,19,2,65.58
07/29/2022,19,3,66.68
07/29/2022,19,4,66.80
07/29/2022,20,1,71.73
07/29/2022,20,2,73.68
07/29/2022,20,3,75.88
07/29/2022,20,4,78.81
07/29/2022,21,1,81.92
07/29/2022,21,2,84.07
07/29/2022,21,3,91.73
07/29/2022,21,4,92.70
07/29/2022,22,1,82.32
07/29/2022,22,2,79.51
07/29/2022,22,3,77.03
07/29/2022,22,4,77.37
07/29/2022,23,1,80.35
07/29/2022,23,2,81.47
07/29/2022,23,3,77.03
07/29/2022,23,4,75.45
07/29/2022,24,1,77.49
07/29/2022,24,2,77.91
07/29/2022,24,3,78.79
07/29/2022,24,4,77.91
07/30/2022,1,1,78.04
07/30/2022,1,2,79.48
07/30/2022,1,3,79.15
07/30/2022,1,4,79.53
07/30/2022,2,1,78.99
07/30/2022,2,2,79.96
07/30/2022,2,3,78.75
07/30/2022,2,4,76.48
07/30/2022,3,1,75.10
07/30/2022,3,2,75
07/30/2022,3,3,75.04
07/30/2022,3,4,74.86
07/30/2022,4,1,75
07/30/2022,4,2,74.76
07/30/2022,4,3,71.63
07/30/2022,4,4,70.87
07/30/2022,5,1,67.80
07/30/2022,5,2,65.82
07/30/2022,5,3,62.44
07/30/2022,5,4,59.30
07/30/2022,6,1,61.64
07/30/2022,6,2,66.98
07/30/2022,6,3,74.95
07/30/2022,6,4,74.86
07/30/2022,7,1,75.19
07/30/2022,7,2,74.91
07/30/2022,7,3,73.13
07/30/2022,7,4,73.59
07/30/2022,8,1,74.61
07/30/2022,8,2,75.27
07/30/2022,8,3,75.52
07/30/2022,8,4,75.89
07/30/2022,9,1,76.21
07/30/2022,9,2,75.87
07/30/2022,9,3,75
07/30/2022,9,4,73.04
07/30/2022,10,1,70.93
07/30/2022,10,2,72.64
07/30/2022,10,3,73.09
07/30/2022,10,4,74.45
07/30/2022,11,1,73.44
07/30/2022,11,2,74.47
07/30/2022,11,3,75.10
07/30/2022,11,4,75.12
07/30/2022,12,1,75.94
07/30/2022,12,2,77.41
07/30/2022,12,3,78.91
07/30/2022,12,4,81.17
07/30/2022,13,1,81.54
07/30/2022,13,2,86.65
07/30/2022,13,3,89.36
07/30/2022,13,4,88.67
07/30/2022,14,1,84.30
07/30/2022,14,2,86.70
07/30/2022,14,3,89.49
07/30/2022,14,4,92.12
07/30/2022,15,1,90.58
07/30/2022,15,2,93.88
07/30/2022,15,3,100.14
07/30/2022,15,4,99.08
07/30/2022,16,1,91.20
07/30/2022,16,2,94.52
07/30/2022,16,3,95.65
07/30/2022,16,4,97.08
07/30/2022,17,1,99.01
07/30/2022,17,2,112.23
07/30/2022,17,3,106.39
07/30/2022,17,4,130.55
07/30/2022,18,1,104.37
07/30/2022,18,2,99.60
07/30/2022,18,3,97.98
07/30/2022,18,4,95.64
07/30/2022,19,1,96.42
07/30/2022,19,2,92.87
07/30/2022,19,3,89.77
07/30/2022,19,4,89.51
07/30/2022,20,1,93.83
07/30/2022,20,2,108.03
07/30/2022,20,3,111.48
07/30/2022,20,4,114.96
07/30/2022,21,1,105.79
07/30/2022,21,2,105.18
07/30/2022,21,3,106.26
07/30/2022,21,4,101.89
07/30/2022,22,1,100.28
07/30/2022,22,2,95.49
07/30/2022,22,3,79.38
07/30/2022,22,4,76.74
07/30/2022,23,1,77.47
07/30/2022,23,2,76.26
07/30/2022,23,3,75.79
07/30/2022,23,4,72.67
07/30/2022,24,1,75.72
07/30/2022,24,2,77.58
07/30/2022,24,3,77.74
07/30/2022,24,4,75.04
07/31/2022,1,1,76.22
07/31/2022,1,2,74.24
07/31/2022,1,3,72.73
07/31/2022,1,4,68.09
07/31/2022,2,1,66.06
07/31/2022,2,2,72.87
07/31/2022,2,3,71.90
07/31/2022,2,4,63.76
07/31/2022,3,1,63.31
07/31/2022,3,2,60.01
07/31/2022,3,3,55.38
07/31/2022,3,4,51.68
07/31/2022,4,1,48.53
07/31/2022,4,2,47.58
07/31/2022,4,3,47.19
07/31/2022,4,4,46.28
07/31/2022,5,1,45.93
07/31/2022,5,2,45.02
07/31/2022,5,3,43.33
07/31/2022,5,4,41.72
07/31/2022,6,1,42.37
07/31/2022,6,2,43.12
07/31/2022,6,3,44.04
07/31/2022,6,4,45.81
07/31/2022,7,1,44.74
07/31/2022,7,2,39.39
07/31/2022,7,3,36.31
07/31/2022,7,4,36.63
07/31/2022,8,1,36.25
07/31/2022,8,2,36.44
07/31/2022,8,3,40.93
07/31/2022,8,4,37.67
07/31/2022,9,1,34.31
07/31/2022,9,2,34.84
07/31/2022,9,3,31.04
07/31/2022,9,4,32.03
07/31/2022,10,1,33.88
07/31/2022,10,2,35.69
07/31/2022,10,3,38.81
07/31/2022,10,4,40.06
07/31/2022,11,1,45.28
07/31/2022,11,2,46.14
07/31/2022,11,3,48.53
07/31/2022,11,4,51.26
07/31/2022,12,1,56.49
07/31/2022,12,2,57.87
07/31/2022,12,3,62.81
07/31/2022,12,4,62.06
07/31/2022,13,1,64.34
07/31/2022,13,2,66.49
07/31/2022,13,3,65.85
07/31/2022,13,4,69.11
07/31/2022,14,1,70.01
07/31/2022,14,2,74.06
07/31/2022,14,3,75.55
07/31/2022,14,4,77.08
07/31/2022,15,1,76.52
07/31/2022,15,2,77.26
07/31/2022,15,3,80.54
07/31/2022,15,4,82.23
07/31/2022,16,1,83.19
07/31/2022,16,2,88.34
07/31/2022,16,3,84.84
07/31/2022,16,4,83.97
07/31/2022,17,1,86.80
07/31/2022,17,2,134.29
07/31/2022,17,3,105.97
07/31/2022,17,4,95.72
07/31/2022,18,1,90.32
07/31/2022,18,2,100.99
07/31/2022,18,3,102.56
07/31/2022,18,4,107.05
07/31/2022,19,1,95.03
07/31/2022,19,2,101.10
07/31/2022,19,3,91.81
07/31/2022,19,4,93.05
07/31/2022,20,1,94.37
07/31/2022,20,2,90.12
07/31/2022,20,3,93.95
07/31/2022,20,4,85.52
07/31/2022,21,1,87.20
07/31/2022,21,2,88.34
07/31/2022,21,3,98.05
07/31/2022,21,4,94.41
07/31/2022,22,1,85.58
07/31/2022,22,2,80.91
07/31/2022,22,3,77.05
07/31/2022,22,4,74.16
07/31/2022,23,1,75.58
07/31/2022,23,2,75.25
07/31/2022,23,3,72.83
07/31/2022,23,4,67.49
07/31/2022,24,1,72.45
07/31/2022,24,2,77
07/31/2022,24,3,75.58
07/31/2022,24,4,66.86
08/01/2022,1,1,62.21
08/01/2022,1,2,60.58
08/01/2022,1,3,57.03
08/01/2022,1,4,57.06
08/01/2022,2,1,58.95
08/01/2022,2,2,63.52
08/01/2022,2,3,62.08
08/01/2022,2,4,58.51
08/01/2022,3,1,56.84
08/01/2022,3,2,51.84
08/01/2022,3,3,51.55
08/01/2022,3,4,48.49
08/01/2022,4,1,47.82
08/01/2022,4,2,48.39
08/01/2022,4,3,47.36
08/01/2022,4,4,40.64
08/01/2022,5,1,38.88
08/01/2022,5,2,43.84
08/01/2022,5,3,45.05
08/01/2022,5,4,45.79
08/01/2022,6,1,47.47
08/01/2022,6,2,48.07
08/01/2022,6,3,47.91
08/01/2022,6,4,48.31
08/01/2022,7,1,48.67
08/01/2022,7,2,49.65
08/01/2022,7,3,51.01
08/01/2022,7,4,52.58
08/01/2022,8,1,51.36
08/01/2022,8,2,53.52
08/01/2022,8,3,53.95
08/01/2022,8,4,54.92
08/01/2022,9,1,58.34
08/01/2022,9,2,59.03
08/01/2022,9,3,55
08/01/2022,9,4,48.60
08/01/2022,10,1,43.64
08/01/2022,10,2,45.23
08/01/2022,10,3,46.64
08/01/2022,10,4,50.25
08/01/2022,11,1,51.84
08/01/2022,11,2,58.37
08/01/2022,11,3,62.48
08/01/2022,11,4,63.19
08/01/2022,12,1,73.86
08/01/2022,12,2,76.71
08/01/2022,12,3,78.05
08/01/2022,12,4,79.14
08/01/2022,13,1,77.21
08/01/2022,13,2,81.63
08/01/2022,13,3,83.17
08/01/2022,13,4,83.11
08/01/2022,14,1,81.46
08/01/2022,14,2,82.76
08/01/2022,14,3,84.10
08/01/2022,14,4,89.13
08/01/2022,15,1,88.45
08/01/2022,15,2,92.98
08/01/2022,15,3,92.83
08/01/2022,15,4,91.79
08/01/2022,16,1,89.23
08/01/2022,16,2,88.53
08/01/2022,16,3,90.38
08/01/2022,16,4,82.76
08/01/2022,17,1,84.06
08/01/2022,17,2,82.43
08/01/2022,17,3,79.56
08/01/2022,17,4,78.69
08/01/2022,18,1,78.93
08/01/2022,18,2,77.11
08/01/2022,18,3,78.16
08/01/2022,18,4,78.55
08/01/2022,19,1,79.63
08/01/2022,19,2,82.22
08/01/2022,19,3,79.73
08/01/2022,19,4,79.91
08/01/2022,20,1,81.13
08/01/2022,20,2,82.29
08/01/2022,20,3,82.25
08/01/2022,20,4,82.44
08/01/2022,21,1,82.14
08/01/2022,21,2,83.12
08/01/2022,21,3,82.33
08/01/2022,21,4,80.83
08/01/2022,22,1,77.85
08/01/2022,22,2,75.02
08/01/2022,22,3,72.02
08/01/2022,22,4,69.12
08/01/2022,23,1,70.97
08/01/2022,23,2,68.63
08/01/2022,23,3,66.58
08/01/2022,23,4,65
08/01/2022,24,1,71.92
08/01/2022,24,2,74.56
08/01/2022,24,3,71.99
08/01/2022,24,4,64.21
08/02/2022,1,1,68.97
08/02/2022,1,2,71.39
08/02/2022,1,3,63.65
08/02/2022,1,4,59.30
08/02/2022,2,1,59.46
08/02/2022,2,2,58.94
08/02/2022,2,3,53.93
08/02/2022,2,4,49.87
08/02/2022,3,1,49.12
08/02/2022,3,2,48.31
08/02/2022,3,3,47.78
08/02/2022,3,4,47.36
08/02/2022,4,1,47.28
08/02/2022,4,2,46.95
08/02/2022,4,3,46.68
08/02/2022,4,4,46.66
08/02/2022,5,1,46.85
08/02/2022,5,2,46.48
08/02/2022,5,3,46.95
08/02/2022,5,4,47.09
08/02/2022,6,1,49.76
08/02/2022,6,2,51.96
08/02/2022,6,3,52.44
08/02/2022,6,4,53.07
08/02/2022,7,1,52.46
08/02/2022,7,2,55.13
08/02/2022,7,3,52.96
08/02/2022,7,4,54.02
08/02/2022,8,1,55.50
08/02/2022,8,2,56.39
08/02/2022,8,3,54.66
08/02/2022,8,4,55.73
08/02/2022,9,1,56.32
08/02/2022,9,2,51.54
08/02/2022,9,3,45.38
08/02/2022,9,4,35.42
08/02/2022,10,1,31.34
08/02/2022,10,2,32.23
08/02/2022,10,3,32.63
08/02/2022,10,4,34.47
08/02/2022,11,1,36.37
08/02/2022,11,2,37.26
08/02/2022,11,3,40.16
08/02/2022,11,4,43.14
08/02/2022,12,1,48.99
08/02/2022,12,2,51.46
08/02/2022,12,3,52.01
08/02/2022,12,4,53.20
08/02/2022,13,1,58.06
08/02/2022,13,2,60.91
08/02/2022,13,3,62.95
08/02/2022,13,4,67.49
08/02/2022,14,1,71.24
08/02/2022,14,2,71.01
08/02/2022,14,3,70.19
08/02/2022,14,4,152.03
08/02/2022,15,1,69.83
08/02/2022,15,2,68.63
08/02/2022,15,3,70.43
08/02/2022,15,4,71.35
08/02/2022,16,1,76.05
08/02/2022,16,2,78.57
08/02/2022,16,3,80.11
08/02/2022,16,4,119.56
08/02/2022,17,1,88.60
08/02/2022,17,2,88.53
08/02/2022,17,3,90.47
08/02/2022,17,4,91.71
08/02/2022,18,1,89.77
08/02/2022,18,2,129.68
08/02/2022,18,3,130.28
08/02/2022,18,4,106.07
08/02/2022,19,1,90.64
08/02/2022,19,2,92.99
08/02/2022,19,3,98.28
08/02/2022,19,4,148.48
08/02/2022,20,1,93.61
08/02/2022,20,2,154
08/02/2022,20,3,287.39
08/02/2022,20,4,225.33
08/02/2022,21,1,129.93
08/02/2022,21,2,925.32
08/02/2022,21,3,313.76
08/02/2022,21,4,101.91
08/02/2022,22,1,77.63
08/02/2022,22,2,76.61
08/02/2022,22,3,73.33
08/02/2022,22,4,69.25
08/02/2022,23,1,71.28
08/02/2022,23,2,73.45
08/02/2022,23,3,71.25
08/02/2022,23,4,65.82
08/02/2022,24,1,68.12
08/02/2022,24,2,70.57
08/02/2022,24,3,65.12
08/02/2022,24,4,55.75
08/03/2022,1,1,50.89
08/03/2022,1,2,48.93
08/03/2022,1,3,47.86
08/03/2022,1,4,41.84
08/03/2022,2,1,38.69
08/03/2022,2,2,39.02
08/03/2022,2,3,36.70
08/03/2022,2,4,33.90
08/03/2022,3,1,36.37
08/03/2022,3,2,31.08
08/03/2022,3,3,30.62
08/03/2022,3,4,30.61
08/03/2022,4,1,30.71
08/03/2022,4,2,30.28
08/03/2022,4,3,30.18
08/03/2022,4,4,29.53
08/03/2022,5,1,30.63
08/03/2022,5,2,30.72
08/03/2022,5,3,31.84
08/03/2022,5,4,30.91
08/03/2022,6,1,32.47
08/03/2022,6,2,40.63
08/03/2022,6,3,43.76
08/03/2022,6,4,46.09
08/03/2022,7,1,46.31
08/03/2022,7,2,48.49
08/03/2022,7,3,47.66
08/03/2022,7,4,46.37
08/03/2022,8,1,47.29
08/03/2022,8,2,46.84
08/03/2022,8,3,45.70
08/03/2022,8,4,45.09
08/03/2022,9,1,44.17
08/03/2022,9,2,37.14
08/03/2022,9,3,31.98
08/03/2022,9,4,31.17
08/03/2022,10,1,33.36
08/03/2022,10,2,36.96
08/03/2022,10,3,39.44
08/03/2022,10,4,37.24
08/03/2022,11,1,34.39
08/03/2022,11,2,37.24
08/03/2022,11,3,40.90
08/03/2022,11,4,43.20
08/03/2022,12,1,46.19
08/03/2022,12,2,54.78
08/03/2022,12,3,55.41
08/03/2022,12,4,56.30
08/03/2022,13,1,59.40
08/03/2022,13,2,64.86
08/03/2022,13,3,72.02
08/03/2022,13,4,86.22
08/03/2022,14,1,86.73
08/03/2022,14,2,108.31
08/03/2022,14,3,105.02
08/03/2022,14,4,157.97
08/03/2022,15,1,93.63
08/03/2022,15,2,100.77
08/03/2022,15,3,115.47
08/03/2022,15,4,148.65
08/03/2022,16,1,108.70
08/03/2022,16,2,172.17
08/03/2022,16,3,118.42
08/03/2022,16,4,169.15
08/03/2022,17,1,129.82
08/03/2022,17,2,137.04
08/03/2022,17,3,131.04
08/03/2022,17,4,127.01
08/03/2022,18,1,137.03
08/03/2022,18,2,287.32
08/03/2022,18,3,549.64
08/03/2022,18,4,316.95
08/03/2022,19,1,171.65
08/03/2022,19,2,226.38
08/03/2022,19,3,190.39
08/03/2022,19,4,233.50
08/03/2022,20,1,281.94
08/03/2022,20,2,343.72
08/03/2022,20,3,342.40
08/03/2022,20,4,590.15
08/03/2022,21,1,327.44
08/03/2022,21,2,176.42
08/03/2022,21,3,134.12
08/03/2022,21,4,111.66
08/03/2022,22,1,101.12
08/03/2022,22,2,86.91
08/03/2022,22,3,73.22
08/03/2022,22,4,69.65
08/03/2022,23,1,71.64
08/03/2022,23,2,70.06
08/03/2022,23,3,68.06
08/03/2022,23,4,63.47
08/03/2022,24,1,64.22
08/03/2022,24,2,63.77
08/03/2022,24,3,62.84
08/03/2022,24,4,56.03
08/04/2022,1,1,53.10
08/04/2022,1,2,55.27
08/04/2022,1,3,52.55
08/04/2022,1,4,50.39
08/04/2022,2,1,48.27
08/04/2022,2,2,49.62
08/04/2022,2,3,46.70
08/04/2022,2,4,44.55
08/04/2022,3,1,44.28
08/04/2022,3,2,43.80
08/04/2022,3,3,42.31
08/04/2022,3,4,41.57
08/04/2022,4,1,41.87
08/04/2022,4,2,42.39
08/04/2022,4,3,42.88
08/04/2022,4,4,43.56
08/04/2022,5,1,42.59
08/04/2022,5,2,41.78
08/04/2022,5,3,40.90
08/04/2022,5,4,39.78
08/04/2022,6,1,43.96
08/04/2022,6,2,44.89
08/04/2022,6,3,46.87
08/04/2022,6,4,45.59
08/04/2022,7,1,44.85
08/04/2022,7,2,46.13
08/04/2022,7,3,46.97
08/04/2022,7,4,45.47
08/04/2022,8,1,47.26
08/04/2022,8,2,48.92
08/04/2022,8,3,50.14
08/04/2022,8,4,51.14
08/04/2022,9,1,51.67
08/04/2022,9,2,50.39
08/04/2022,9,3,48.27
08/04/2022,9,4,45.52
08/04/2022,10,1,42.22
08/04/2022,10,2,43.34
08/04/2022,10,3,44.86
08/04/2022,10,4,49.55
08/04/2022,11,1,57.15
08/04/2022,11,2,62.35
08/04/2022,11,3,63.30
08/04/2022,11,4,64.18
08/04/2022,12,1,67.22
08/04/2022,12,2,68.97
08/04/2022,12,3,72.76
08/04/2022,12,4,78.19
08/04/2022,13,1,79.31
08/04/2022,13,2,80.05
08/04/2022,13,3,96.96
08/04/2022,13,4,151.78
08/04/2022,14,1,83.64
08/04/2022,14,2,93.69
08/04/2022,14,3,105.87
08/04/2022,14,4,135.15
08/04/2022,15,1,101.63
08/04/2022,15,2,171.86
08/04/2022,15,3,195.25
08/04/2022,15,4,212.64
08/04/2022,16,1,154.27
08/04/2022,16,2,214.09
08/04/2022,16,3,147.12
08/04/2022,16,4,186.96
08/04/2022,17,1,191.47
08/04/2022,17,2,137.87
08/04/2022,17,3,100.91
08/04/2022,17,4,85.08
08/04/2022,18,1,77.64
08/04/2022,18,2,74.88
08/04/2022,18,3,73.56
08/04/2022,18,4,71.63
08/04/2022,19,1,73.02
08/04/2022,19,2,73.35
08/04/2022,19,3,72.85
08/04/2022,19,4,71.85
08/04/2022,20,1,74.64
08/04/2022,20,2,76.37
08/04/2022,20,3,76.52
08/04/2022,20,4,76.55
08/04/2022,21,1,82.80
08/04/2022,21,2,90.35
08/04/2022,21,3,86.50
08/04/2022,21,4,80.14
08/04/2022,22,1,80.01
08/04/2022,22,2,76.67
08/04/2022,22,3,72.44
08/04/2022,22,4,71.96
08/04/2022,23,1,73.99
08/04/2022,23,2,74.82
08/04/2022,23,3,71.88
08/04/2022,23,4,66.98
08/04/2022,24,1,66.21
08/04/2022,24,2,65.95
08/04/2022,24,3,63.76
08/04/2022,24,4,63.56
08/05/2022,1,1,67.69
08/05/2022,1,2,68.59
08/05/2022,1,3,69.31
08/05/2022,1,4,67.74
08/05/2022,2,1,69.03
08/05/2022,2,2,68.77
08/05/2022,2,3,67.85
08/05/2022,2,4,65.15
08/05/2022,3,1,63.03
08/05/2022,3,2,59.91
08/05/2022,3,3,57.97
08/05/2022,3,4,53.71
08/05/2022,4,1,52.84
08/05/2022,4,2,51.48
08/05/2022,4,3,51.04
08/05/2022,4,4,51.04
08/05/2022,5,1,50.05
08/05/2022,5,2,49.07
08/05/2022,5,3,49.68
08/05/2022,5,4,50.05
08/05/2022,6,1,50.81
08/05/2022,6,2,51.34
08/05/2022,6,3,52.06
08/05/2022,6,4,51.37
08/05/2022,7,1,52.32
08/05/2022,7,2,53.17
08/05/2022,7,3,53.33
08/05/2022,7,4,52.27
08/05/2022,8,1,53.97
08/05/2022,8,2,54.55
08/05/2022,8,3,53.67
08/05/2022,8,4,55.22
08/05/2022,9,1,65.21
08/05/2022,9,2,68.19
08/05/2022,9,3,65.71
08/05/2022,9,4,55.49
08/05/2022,10,1,52.34
08/05/2022,10,2,51.63
08/05/2022,10,3,53.53
08/05/2022,10,4,56.42
08/05/2022,11,1,63.69
08/05/2022,11,2,67.46
08/05/2022,11,3,69.50
08/05/2022,11,4,73.17
08/05/2022,12,1,74.91
08/05/2022,12,2,77.73
08/05/2022,12,3,84.86
08/05/2022,12,4,420.66
08/05/2022,13,1,81.48
08/05/2022,13,2,83.06
08/05/2022,13,3,94.12
08/05/2022,13,4,123.31
08/05/2022,14,1,98.31
08/05/2022,14,2,105.41
08/05/2022,14,3,95.41
08/05/2022,14,4,95.80
08/05/2022,15,1,90.05
08/05/2022,15,2,87.56
08/05/2022,15,3,85.12
08/05/2022,15,4,89.94
08/05/2022,16,1,92.20
08/05/2022,16,2,93.75
08/05/2022,16,3,94.10
08/05/2022,16,4,90.08
08/05/2022,17,1,89.96
08/05/2022,17,2,89.90
08/05/2022,17,3,82.53
08/05/2022,17,4,81.12
08/05/2022,18,1,76.68
08/05/2022,18,2,78.35
08/05/2022,18,3,77.70
08/05/2022,18,4,75.86
08/05/2022,19,1,72.51
08/05/2022,19,2,70.75
08/05/2022,19,3,70.05
08/05/2022,19,4,67.37
08/05/2022,20,1,69.19
08/05/2022,20,2,70.06
08/05/2022,20,3,70.25
08/05/2022,20,4,71.97
08/05/2022,21,1,71.28
08/05/2022,21,2,73.72
08/05/2022,21,3,75.85
08/05/2022,21,4,76.19
08/05/2022,22,1,75.24
08/05/2022,22,2,72.67
08/05/2022,22,3,70.57
08/05/2022,22,4,67.84
08/05/2022,23,1,68.30
08/05/2022,23,2,66.62
08/05/2022,23,3,63.02
08/05/2022,23,4,55.67
08/05/2022,24,1,52.80
08/05/2022,24,2,51.92
08/05/2022,24,3,51.14
08/05/2022,24,4,49.33
08/06/2022,1,1,54.42
08/06/2022,1,2,57.60
08/06/2022,1,3,54.05
08/06/2022,1,4,52.16
08/06/2022,2,1,54.38
08/06/2022,2,2,52.90
08/06/2022,2,3,52.04
08/06/2022,2,4,51.47
08/06/2022,3,1,51.82
08/06/2022,3,2,51.17
08/06/2022,3,3,49.88
08/06/2022,3,4,47.52
08/06/2022,4,1,48.03
08/06/2022,4,2,47.90
08/06/2022,4,3,45.55
08/06/2022,4,4,45.52
08/06/2022,5,1,45.07
08/06/2022,5,2,44.52
08/06/2022,5,3,46.26
08/06/2022,5,4,45.39
08/06/2022,6,1,46.92
08/06/2022,6,2,47.22
08/06/2022,6,3,46.74
08/06/2022,6,4,47.95
08/06/2022,7,1,47.88
08/06/2022,7,2,48.72
08/06/2022,7,3,47.98
08/06/2022,7,4,47.95
08/06/2022,8,1,49.01
08/06/2022,8,2,50.84
08/06/2022,8,3,50.85
08/06/2022,8,4,49.85
08/06/2022,9,1,54.78
08/06/2022,9,2,56.12
08/06/2022,9,3,55.56
08/06/2022,9,4,49.52
08/06/2022,10,1,44.67
08/06/2022,10,2,44.85
08/06/2022,10,3,43.64
08/06/2022,10,4,44.18
08/06/2022,11,1,48.14
08/06/2022,11,2,51.76
08/06/2022,11,3,53.35
08/06/2022,11,4,56.49
08/06/2022,12,1,61.13
08/06/2022,12,2,65.84
08/06/2022,12,3,67.16
08/06/2022,12,4,69.93
08/06/2022,13,1,68.46
08/06/2022,13,2,68.05
08/06/2022,13,3,70.48
08/06/2022,13,4,71.88
08/06/2022,14,1,72.88
08/06/2022,14,2,73.61
08/06/2022,14,3,75.64
08/06/2022,14,4,75.24
08/06/2022,15,1,75.29
08/06/2022,15,2,77.58
08/06/2022,15,3,78.85
08/06/2022,15,4,77.65
08/06/2022,16,1,78.32
08/06/2022,16,2,79.34
08/06/2022,16,3,78.05
08/06/2022,16,4,79.84
08/06/2022,17,1,80.69
08/06/2022,17,2,80.80
08/06/2022,17,3,80.20
08/06/2022,17,4,81.05
08/06/2022,18,1,78.43
08/06/2022,18,2,80.68
08/06/2022,18,3,79.77
08/06/2022,18,4,80.07
08/06/2022,19,1,75.65
08/06/2022,19,2,73.29
08/06/2022,19,3,71.61
08/06/2022,19,4,66.61
08/06/2022,20,1,72.77
08/06/2022,20,2,71.01
08/06/2022,20,3,69.99
08/06/2022,20,4,69.42
08/06/2022,21,1,70.85
08/06/2022,21,2,68.04
08/06/2022,21,3,70.44
08/06/2022,21,4,68.93
08/06/2022,22,1,67.24
08/06/2022,22,2,66.66
08/06/2022,22,3,62.44
08/06/2022,22,4,60.77
08/06/2022,23,1,62.82
08/06/2022,23,2,63.01
08/06/2022,23,3,59.32
08/06/2022,23,4,56.04
08/06/2022,24,1,55.23
08/06/2022,24,2,54.95
08/06/2022,24,3,52.03
08/06/2022,24,4,51.42
08/07/2022,1,1,58.25
08/07/2022,1,2,69.54
08/07/2022,1,3,69.53
08/07/2022,1,4,62.92
08/07/2022,2,1,58.57
08/07/2022,2,2,55.01
08/07/2022,2,3,51.59
08/07/2022,2,4,48.68
08/07/2022,3,1,48.36
08/07/2022,3,2,47.82
08/07/2022,3,3,46.32
08/07/2022,3,4,45.06
08/07/2022,4,1,45.56
08/07/2022,4,2,44.47
08/07/2022,4,3,44.24
08/07/2022,4,4,44.93
08/07/2022,5,1,44.51
08/07/2022,5,2,45.23
08/07/2022,5,3,44.88
08/07/2022,5,4,45.07
08/07/2022,6,1,44.98
08/07/2022,6,2,46.49
08/07/2022,6,3,45.85
08/07/2022,6,4,45.61
08/07/2022,7,1,45.28
08/07/2022,7,2,45.58
08/07/2022,7,3,45.73
08/07/2022,7,4,45
08/07/2022,8,1,45.69
08/07/2022,8,2,46.07
08/07/2022,8,3,46.44
08/07/2022,8,4,47.10
08/07/2022,9,1,49.01
08/07/2022,9,2,48.48
08/07/2022,9,3,45.62
08/07/2022,9,4,41.36
08/07/2022,10,1,39.84
08/07/2022,10,2,38.85
08/07/2022,10,3,40.11
08/07/2022,10,4,40.43
08/07/2022,11,1,43.02
08/07/2022,11,2,46.16
08/07/2022,11,3,49.14
08/07/2022,11,4,48.74
08/07/2022,12,1,51.80
08/07/2022,12,2,56.94
08/07/2022,12,3,64.93
08/07/2022,12,4,65.61
08/07/2022,13,1,65.97
08/07/2022,13,2,70.71
08/07/2022,13,3,71.48
08/07/2022,13,4,71.92
08/07/2022,14,1,72.60
08/07/2022,14,2,73.75
08/07/2022,14,3,76.93
08/07/2022,14,4,77.25
08/07/2022,15,1,78.50
08/07/2022,15,2,78.96
08/07/2022,15,3,79.06
08/07/2022,15,4,79.53
08/07/2022,16,1,79.28
08/07/2022,16,2,81.93
08/07/2022,16,3,81.98
08/07/2022,16,4,82
08/07/2022,17,1,80.47
08/07/2022,17,2,80.95
08/07/2022,17,3,81.61
08/07/2022,17,4,81.14
08/07/2022,18,1,83.11
08/07/2022,18,2,80.66
08/07/2022,18,3,80.36
08/07/2022,18,4,79.50
08/07/2022,19,1,78.60
08/07/2022,19,2,86.31
08/07/2022,19,3,78.85
08/07/2022,19,4,76.37
08/07/2022,20,1,76.35
08/07/2022,20,2,121.75
08/07/2022,20,3,114.86
08/07/2022,20,4,173.49
08/07/2022,21,1,232.28
08/07/2022,21,2,179.31
08/07/2022,21,3,122.37
08/07/2022,21,4,124.12
08/07/2022,22,1,129.37
08/07/2022,22,2,84.27
08/07/2022,22,3,78.33
08/07/2022,22,4,78.09
08/07/2022,23,1,80.07
08/07/2022,23,2,79.88
08/07/2022,23,3,75.37
08/07/2022,23,4,73.60
08/07/2022,24,1,73.74
08/07/2022,24,2,74.25
08/07/2022,24,3,73.69
08/07/2022,24,4,71.85
08/08/2022,1,1,70.08
08/08/2022,1,2,63.60
08/08/2022,1,3,57
08/08/2022,1,4,56.66
08/08/2022,2,1,58.35
08/08/2022,2,2,54.91
08/08/2022,2,3,52.11
08/08/2022,2,4,48.94
08/08/2022,3,1,48.94
08/08/2022,3,2,48.34
08/08/2022,3,3,48.49
08/08/2022,3,4,47.32
08/08/2022,4,1,47.29
08/08/2022,4,2,47.20
08/08/2022,4,3,47.67
08/08/2022,4,4,48.36
08/08/2022,5,1,49.15
08/08/2022,5,2,49.56
08/08/2022,5,3,50.80
08/08/2022,5,4,51.03
08/08/2022,6,1,52.54
08/08/2022,6,2,55.80
08/08/2022,6,3,57.29
08/08/2022,6,4,56.77
08/08/2022,7,1,61.95
08/08/2022,7,2,68.64
08/08/2022,7,3,69.79
08/08/2022,7,4,69.93
08/08/2022,8,1,68.64
08/08/2022,8,2,70.50
08/08/2022,8,3,68.02
08/08/2022,8,4,67.16
08/08/2022,9,1,68.07
08/08/2022,9,2,64.83
08/08/2022,9,3,58.37
08/08/2022,9,4,53.60
08/08/2022,10,1,50.28
08/08/2022,10,2,50.63
08/08/2022,10,3,54.19
08/08/2022,10,4,60.32
08/08/2022,11,1,65.39
